h3_index,priority_score,priority_tier,recommended_action,violation_count,severity_mean,recurrence_score,is_hotspot,hotspot_rank,congestion_score,police_station,top_violation,top_vehicle,lat,lng
8960145b18fffff,0.3323753782673939,LOW,Monitor — add to watch list for trend analysis,295,0.8338983050847457,0.07352941176470588,True,1,0.6252023783332002,Magadi Road,NO PARKING,CAR,12.980754238915388,77.55433480803576
89618925a37ffff,0.3320910632409403,LOW,Monitor — add to watch list for trend analysis,184,0.841304347826087,0.16339869281045752,True,1,0.5695530071168988,Ashok Nagar,NO PARKING,SCOOTER,12.960301597960955,77.59791464015767
8961892cc1bffff,0.3320385551548593,LOW,Monitor — add to watch list for trend analysis,56,0.8767857142857143,0.05660377358490566,True,7,0.4210323213902047,K.G. Halli,NO PARKING,CAR,13.031834612895974,77.62380248024556
8961892536bffff,0.33190393451075373,LOW,Monitor — add to watch list for trend analysis,297,0.7734006734006734,0.13733905579399142,True,1,0.6251835090357676,Jeevanbheemanagar,NO PARKING,CAR,12.966561599774819,77.64136173248946
896016911dbffff,0.3315822928265833,LOW,Monitor — add to watch list for trend analysis,22,0.7363636363636363,0.047619047619047616,True,33,0.3025508155061469,Devanahalli Airport,WRONG PARKING,CAR,13.248597927817169,77.71609416557072
89601459563ffff,0.3313546868383017,LOW,Monitor — add to watch list for trend analysis,537,0.7176908752327746,0.055666003976143144,True,1,0.7022559750500046,Yeshwanthpura,WRONG PARKING,SCOOTER,13.031029347929858,77.53652471455982
89618921acfffff,0.33104758740692924,LOW,Monitor — add to watch list for trend analysis,20,0.78,0.05263157894736842,True,18,0.29699830361118235,Mahadevapura,WRONG PARKING,CAR,13.017452443258083,77.76154509246324
89601458083ffff,0.3303082787340993,LOW,Monitor — add to watch list for trend analysis,189,0.8671957671957672,0.12195121951219512,True,1,0.5700668478560479,Kamakshipalya,NO PARKING,SCOOTER,12.986207381130725,77.51894082015416
8961892cb4bffff,0.33002288165441723,LOW,Monitor — add to watch list for trend analysis,358,0.7837988826815643,0.07598784194528875,True,1,0.650160095801708,Kodigehalli,WRONG PARKING,CAR,13.071475599529276,77.59256261062075
89618920a37ffff,0.329940352449584,LOW,Monitor — add to watch list for trend analysis,458,0.6956331877729257,0.05463182897862233,True,2,0.6867378833659439,HAL Old Airport,WRONG PARKING,CAR,12.959863480153562,77.71594009011828
89601459e37ffff,0.3299048399185257,LOW,Monitor — add to watch list for trend analysis,41,0.8536585365853658,0.17647058823529413,True,5,0.38375183778895133,Chikkabanavara,NO PARKING,SCOOTER,13.050362949639998,77.49835465051707
8961892ec23ffff,0.3296715697704317,LOW,Monitor — add to watch list for trend analysis,285,0.7908771929824562,0.11788617886178862,True,1,0.6245201003211929,Jeevanbheemanagar,NO PARKING,SCOOTER,12.97832387916077,77.64095929419824
8961892e9b7ffff,0.32957297545788494,LOW,Monitor — add to watch list for trend analysis,406,0.7817733990147783,0.046875,True,1,0.6674669141524116,Cubbon Park,WRONG PARKING,SCOOTER,12.975236734693159,77.60659217623126
8960145b007ffff,0.329446651970813,LOW,Monitor — add to watch list for trend analysis,357,0.8072829131652661,0.04819277108433735,True,1,0.6556858898936142,Malleshwaram,NO PARKING,CAR,12.992456939671657,77.57077409979827
896189242abffff,0.32860181738855754,LOW,Monitor — add to watch list for trend analysis,414,0.7101449275362319,0.1178343949044586,True,1,0.6649868680166011,HSR Layout,WRONG PARKING,SCOOTER,12.906722039531704,77.6319185399078
8960145a2c3ffff,0.32826714853140193,LOW,Monitor — add to watch list for trend analysis,260,0.8092307692307692,0.11165048543689321,True,1,0.6093431812319849,Magadi Road,NO PARKING,SCOOTER,12.963648908672718,77.55645548005769
89618920b73ffff,0.32580370950779325,LOW,Monitor — add to watch list for trend analysis,231,0.8757575757575758,0.02242152466367713,True,2,0.6031391249666288,HAL Old Airport,NO PARKING,CAR,12.960987156191159,77.70210047933398
8960145b10bffff,0.32525068118538575,LOW,Monitor — add to watch list for trend analysis,458,0.712008733624454,0.0775,True,1,0.6797703536375763,Rajajinagar,WRONG PARKING,PASSENGER AUTO,12.989306573982473,77.5532744027143
89618925d9bffff,0.32504295775422565,LOW,Monitor — add to watch list for trend analysis,213,0.8938967136150235,0.04639175257731959,True,1,0.5829785201240594,Mico Layout,NO PARKING,SCOOTER,12.912171654607906,77.60492729734868
896189244d7ffff,0.32487834833135326,LOW,Monitor — add to watch list for trend analysis,296,0.7341216216216215,0.15311004784688995,True,1,0.6245166330973264,Electronic City,WRONG PARKING,CAR,12.870269843242141,77.65537896148665
89618924933ffff,0.32487150148989075,LOW,Monitor — add to watch list for trend analysis,55,0.7763636363636364,0.057692307692307696,True,9,0.40538937902161104,Thalagattapura,WRONG PARKING,CAR,12.879262192116222,77.54482469012045
8961892598bffff,0.3247597345712896,LOW,Monitor — add to watch list for trend analysis,282,0.8578014184397164,0.025830258302583026,True,1,0.6175530823870676,Jayanagara,NO PARKING,SCOOTER,12.929345470257015,77.58596122731961
8961892738fffff,0.3246505584642193,LOW,Monitor — add to watch list for trend analysis,313,0.7859424920127795,0.0410958904109589,True,2,0.6342359341958418,Bellandur,WRONG PARKING,CAR,12.897993367933013,77.67511954390868
8961892e16fffff,0.32410544400437175,LOW,Monitor — add to watch list for trend analysis,323,0.7247678018575852,0.09848484848484848,True,2,0.6383063884071302,Banaswadi,WRONG PARKING,SCOOTER,12.995349105006893,77.66413373661831
89618925c6fffff,0.3237171806843063,LOW,Monitor — add to watch list for trend analysis,256,0.8390625,0.06329113924050633,True,1,0.6086870088959894,Adugodi,NO PARKING,SCOOTER,12.93566235768038,77.61254521974081
89618925913ffff,0.3231899965504898,LOW,Monitor — add to watch list for trend analysis,346,0.815606936416185,0.02064896755162242,True,1,0.649522767115577,Jayanagara,NO PARKING,CAR,12.931491811934931,77.58359060435983
89618925a7bffff,0.3229704813729969,LOW,Monitor — add to watch list for trend analysis,334,0.7688622754491018,0.07973421926910298,True,1,0.6401376037049108,Ashok Nagar,NO PARKING,CAR,12.972032127409175,77.60593625462373
8961892e2a3ffff,0.3223037674277175,LOW,Monitor — add to watch list for trend analysis,295,0.7691525423728813,0.06569343065693431,True,2,0.6379946440390978,K.R. Pura,WRONG PARKING,CAR,13.008081785457465,77.69206334820882
8961892eca3ffff,0.3222848510182749,LOW,Monitor — add to watch list for trend analysis,383,0.7694516971279373,0.0446927374301676,True,1,0.660047362778938,Jeevanbheemanagar,NO PARKING,CAR,12.970825032397935,77.64504693334096
8960145b14fffff,0.321968846923913,LOW,Monitor — add to watch list for trend analysis,246,0.7939024390243903,0.11483253588516747,True,1,0.6106610576186474,Rajajinagar,NO PARKING,CAR,12.995714115056856,77.55458446587357
89618925343ffff,0.32195816347354766,LOW,Monitor — add to watch list for trend analysis,100,0.9,0.175,True,1,0.5006327199608457,Jeevanbheemanagar,NO PARKING,SCOOTER,12.963325691016145,77.64913456086612
8961892ed4fffff,0.3217873051543663,LOW,Monitor — add to watch list for trend analysis,134,0.7977611940298508,0.23232323232323232,True,1,0.5351548045959802,Halasur,NO PARKING,CAR,12.980500166918517,77.63015839056763
896014586d3ffff,0.3217185330794235,LOW,Monitor — add to watch list for trend analysis,352,0.7383522727272727,0.09655172413793103,True,1,0.6440820929264403,Vijayanagara,WRONG PARKING,SCOOTER,12.998943923006399,77.5468180846953
8960145b09bffff,0.3210854746878552,LOW,Monitor — add to watch list for trend analysis,252,0.8515873015873016,0.04201680672268908,True,1,0.6054308749513182,High ground,NO PARKING,CAR,12.98708039380219,77.58091312924857
8960145b583ffff,0.32069420799378395,LOW,Monitor — add to watch list for trend analysis,548,0.6748175182481752,0.05458089668615984,True,1,0.703089307841204,City Market,WRONG PARKING,CAR,12.963592603741283,77.57329905534101
8960145b34fffff,0.32056685560164,LOW,Monitor — add to watch list for trend analysis,216,0.8361111111111111,0.08947368421052632,True,1,0.586721520134995,Yeshwanthpura,NO PARKING,CAR,13.018140695269809,77.55917026844502
8961892ecbbffff,0.3202994501134237,LOW,Monitor — add to watch list for trend analysis,423,0.6884160756501182,0.10298102981029811,True,1,0.6697895251870304,Jeevanbheemanagar,PARKING IN A MAIN ROAD,CAR,12.971883301556439,77.64807571857924
89618925837ffff,0.32003850097422165,LOW,Monitor — add to watch list for trend analysis,106,0.8886792452830189,0.16883116883116883,True,1,0.49576082810584654,Wilson Garden,NO PARKING,VAN,12.937870285299905,77.5933248784957
8960145a687ffff,0.31998622879451183,LOW,Monitor — add to watch list for trend analysis,223,0.847085201793722,0.06829268292682927,True,1,0.5921716940790062,Basavanagudi,NO PARKING,CAR,12.940105753034862,77.56568679444288
896014582dbffff,0.3198355887140683,LOW,Monitor — add to watch list for trend analysis,447,0.6843400447427292,0.09217877094972067,True,1,0.6716488845225848,Rajajinagar,WRONG PARKING,CAR,13.017155979466725,77.53088068376357
8961892420fffff,0.3198016680827384,LOW,Monitor — add to watch list for trend analysis,454,0.7107929515418502,0.058823529411764705,True,1,0.682331046846297,HSR Layout,WRONG PARKING,SCOOTER,12.91313222590844,77.6332310466107
8960145b403ffff,0.3197095607058214,LOW,Monitor — add to watch list for trend analysis,243,0.8358024691358025,0.06167400881057269,True,1,0.602595589184278,Cubbon Park,NO PARKING,SCOOTER,12.9784984385692,77.59039730205839
89618920ba3ffff,0.3194019354873896,LOW,Monitor — add to watch list for trend analysis,366,0.7289617486338799,0.04046242774566474,True,2,0.652239899952937,HAL Old Airport,NO PARKING,CAR,12.948162788264312,77.69947024215966
8960145b1d7ffff,0.31930212922929646,LOW,Monitor — add to watch list for trend analysis,214,0.7682242990654206,0.16167664670658682,True,1,0.5817373395237194,Rajajinagar,WRONG PARKING,CAR,12.982872100085503,77.56038590305049
896014584dbffff,0.3189722319552662,LOW,Monitor — add to watch list for trend analysis,315,0.7815873015873015,0.0625,True,1,0.6365180277094664,Magadi Road,WRONG PARKING,SCOOTER,12.97972212171336,77.54288890404297
8960145b3abffff,0.31838466010647737,LOW,Monitor — add to watch list for trend analysis,308,0.7301948051948052,0.12222222222222222,True,1,0.634478817453209,Malleshwaram,WRONG PARKING,CAR,13.004266174021565,77.5535240130023
8961892ee4bffff,0.3183112517119709,LOW,Monitor — add to watch list for trend analysis,15,0.9,0.07142857142857142,True,26,0.2577802868169151,Banaswadi,NO PARKING,CAR,13.011405617916534,77.65898655791297
8960145b5cfffff,0.3178106757838969,LOW,Monitor — add to watch list for trend analysis,358,0.7446927374301675,0.0696969696969697,True,1,0.6538727375984863,Upparpet,WRONG PARKING,CAR,12.973204957372749,77.5752650816959
8960145b44fffff,0.31739660028827754,LOW,Monitor — add to watch list for trend analysis,254,0.8023622047244094,0.08,True,1,0.6059573489141786,High ground,NO PARKING,CAR,12.988111530650189,77.59236433522646
8960145901bffff,0.31733786407685816,LOW,Monitor — add to watch list for trend analysis,39,0.7769230769230769,0.05405405405405406,True,15,0.3725256601710545,Jalahalli,WRONG PARKING,CAR,13.047023143135748,77.54822105538076
8961892c893ffff,0.31721184399331814,LOW,Monitor — add to watch list for trend analysis,2,0.7,1.0,False,0,0.04303228745105516,K.G. Halli,WRONG PARKING,TRACTOR,13.036151725811145,77.61062969834182
8960145b0c3ffff,0.31721184399331814,LOW,Monitor — add to watch list for trend analysis,2,0.7,1.0,False,0,0.04303228745105516,Sheshadripuram,NO PARKING,CAR,12.993488799175898,77.58222416562411
8961892eb6bffff,0.31716494044797655,LOW,Monitor — add to watch list for trend analysis,8,0.775,0.0,True,50,0.19046163745471414,K.G. Halli,WRONG PARKING,LGV,13.019042668804397,77.6127489679529
896189240d3ffff,0.3170957930680142,LOW,Monitor — add to watch list for trend analysis,337,0.700593471810089,0.12962962962962962,True,1,0.6381240435282343,Hulimavu,WRONG PARKING,CAR,12.886366511472866,77.64180657097084
8960145b41bffff,0.31705658006625154,LOW,Monitor — add to watch list for trend analysis,213,0.8666666666666666,0.04411764705882353,True,1,0.5879126452813627,Cubbon Park,NO PARKING,CAR,12.979557132736556,77.59342411757864
89618925133ffff,0.31683571140486927,LOW,Monitor — add to watch list for trend analysis,119,0.8714285714285714,0.15306122448979592,True,1,0.5132814846846304,Adugodi,NO PARKING,CAR,12.931305213783224,77.63414102093309
8961892cb0bffff,0.3155499651821766,LOW,Monitor — add to watch list for trend analysis,346,0.7595375722543353,0.051829268292682924,True,1,0.6481220223177813,Kodigehalli,WRONG PARKING,CAR,13.064007072691387,77.58822330042037
89618926633ffff,0.3153656438301776,LOW,Monitor — add to watch list for trend analysis,75,0.6666666666666666,0.027777777777777776,True,10,0.4546346115000702,Electronic City,PARKING IN A MAIN ROAD,SCOOTER,12.841309477642756,77.67475345560979
89601697477ffff,0.315302800283225,LOW,Monitor — add to watch list for trend analysis,24,0.775,0.09090909090909091,True,23,0.31849910082494803,Chikkajala,NO PARKING,TOURIST BUS,13.139805891484473,77.61780050772461
89601459e17ffff,0.31522617955768334,LOW,Monitor — add to watch list for trend analysis,54,0.7925925925925925,0.058823529411764705,True,5,0.41684400343846795,Chikkabanavara,WRONG PARKING,CAR,13.05034093604352,77.50677289642434
89618925b47ffff,0.3150046864731155,LOW,Monitor — add to watch list for trend analysis,136,0.7544117647058823,0.25,True,1,0.5345197826661219,Halasuru Gate,WRONG PARKING,TEMPO,12.962476739134052,77.58711928283624
8961892ed0fffff,0.3141314035947037,LOW,Monitor — add to watch list for trend analysis,175,0.88,0.05732484076433121,True,1,0.5590835181524401,Halasur,NO PARKING,CAR,12.97303183103914,77.62581761828369
8961892ed3bffff,0.31405762681823823,LOW,Monitor — add to watch list for trend analysis,142,0.8845070422535212,0.09322033898305085,True,1,0.5346621016827572,Halasur,NO PARKING,CAR,12.97197341901278,77.62278965410394
8961892e28fffff,0.3137201516546091,LOW,Monitor — add to watch list for trend analysis,431,0.6805104408352668,0.023809523809523808,True,2,0.6770735210179863,K.R. Pura,WRONG PARKING,CAR,13.010198930448741,77.6981252860406
896014586d7ffff,0.31369690959332375,LOW,Monitor — add to watch list for trend analysis,306,0.7509803921568627,0.08148148148148149,True,1,0.6274394637651511,Vijayanagara,WRONG PARKING,CAR,12.997884669381127,77.54379282655572
89618925407ffff,0.31320995972700943,LOW,Monitor — add to watch list for trend analysis,268,0.7671641791044775,0.05533596837944664,True,2,0.6150643034087879,Bellandur,WRONG PARKING,CAR,12.92473072346298,77.67497411796947
8960145b17bffff,0.3131461238323621,LOW,Monitor — add to watch list for trend analysis,283,0.7332155477031802,0.11618257261410789,True,1,0.6235483228336574,Rajajinagar,WRONG PARKING,SCOOTER,12.994654954651589,77.55155894796208
8960145b613ffff,0.31265959470561383,LOW,Monitor — add to watch list for trend analysis,46,0.7,0.5,True,1,0.37698002996522106,R.T. Nagar,WRONG PARKING,CAR,12.998783643731102,77.59735868643256
8961892e867ffff,0.31248489920485706,LOW,Monitor — add to watch list for trend analysis,174,0.8942528735632184,0.03592814371257485,True,1,0.5626424072693594,Pulikeshinagar(F.Town),NO PARKING,CAR,12.999758626560322,77.62566796259287
8961892cb43ffff,0.31218495194282503,LOW,Monitor — add to watch list for trend analysis,209,0.7746411483253589,0.13043478260869565,True,1,0.5878312304529741,Kodigehalli,WRONG PARKING,CAR,13.068271342496192,77.59190673344236
8961892e9cfffff,0.3119895644213461,LOW,Monitor — add to watch list for trend analysis,115,0.8686956521739131,0.14285714285714285,True,1,0.5077473334995791,Pulikeshinagar(F.Town),NO PARKING,SCOOTER,12.988026659309769,77.61764309755067
8960145b107ffff,0.3118181845467994,LOW,Monitor — add to watch list for trend analysis,222,0.7783783783783783,0.11229946524064172,True,1,0.5912416084179793,Magadi Road,WRONG PARKING,SCOOTER,12.985043788967136,77.54959404904909
89618924ccbffff,0.3116378219385709,LOW,Monitor — add to watch list for trend analysis,231,0.7666666666666666,0.11627906976744186,True,1,0.5771073653620589,Hulimavu,WRONG PARKING,SCOOTER,12.876920765226062,77.59771497671579
89618920a53ffff,0.31118960120153194,LOW,Monitor — add to watch list for trend analysis,3,0.6333333333333333,0.0,True,58,0.09119614208989642,Whitefield,PARKING IN A MAIN ROAD,CAR,12.968358523110702,77.73175606951506
89618925367ffff,0.3110882053683246,LOW,Monitor — add to watch list for trend analysis,140,0.8814285714285715,0.0873015873015873,True,1,0.5309673145912528,Halasur,NO PARKING,CAR,12.962298263308003,77.63767678582049
8960145a8c3ffff,0.31091915318974306,LOW,Monitor — add to watch list for trend analysis,14,0.8428571428571429,0.0,True,27,0.24979548301996596,Jnanabharathi,NO PARKING,CAR,12.941417026542867,77.49295077657537
8961892e947ffff,0.31088589814167916,LOW,Monitor — add to watch list for trend analysis,95,0.885263157894737,0.15584415584415584,True,1,0.4860129955686373,Pulikeshinagar(F.Town),NO PARKING,CAR,12.992318641690112,77.61289973164426
8960145ae4bffff,0.31073254946261775,LOW,Monitor — add to watch list for trend analysis,185,0.8567567567567568,0.05813953488372093,True,1,0.5688535346001031,Jnanabharathi,NO PARKING,CAR,12.959522855962454,77.51068260520356
8961892c8d3ffff,0.3103603689288618,LOW,Monitor — add to watch list for trend analysis,7,0.6428571428571429,0.16666666666666666,True,47,0.17762479505814574,Hennuru,WRONG PARKING,CAR,13.04362047316343,77.61497025177046
89618924ec7ffff,0.31033354109341416,LOW,Monitor — add to watch list for trend analysis,168,0.8916666666666667,0.037037037037037035,True,1,0.5505805842971173,J.P. Nagar,NO PARKING,SCOOTER,12.895091060602953,77.59862238831892
8961892440bffff,0.31030968319099217,LOW,Monitor — add to watch list for trend analysis,285,0.699298245614035,0.1407766990291262,True,1,0.6165771836524451,Hulimavu,WRONG PARKING,CAR,12.876715931417216,77.64826445230146
8961892cc47ffff,0.3102667823448662,LOW,Monitor — add to watch list for trend analysis,48,0.8708333333333332,0.043478260869565216,True,7,0.3991529996369386,K.G. Halli,NO PARKING,CAR,13.037184809322651,77.62208665274072
8960145865bffff,0.31024298034530445,LOW,Monitor — add to watch list for trend analysis,257,0.7813229571984435,0.07172995780590717,True,1,0.6113234953912233,Rajajinagar,WRONG PARKING,CAR,13.009639703435223,77.54338706689265
8960145a323ffff,0.3095607027387588,LOW,Monitor — add to watch list for trend analysis,327,0.7611620795107034,0.038461538461538464,True,1,0.6406163342181704,Byatarayanapura,WRONG PARKING,SCOOTER,12.956292854012514,77.51844520631552
8960145b603ffff,0.30951891199238335,LOW,Monitor — add to watch list for trend analysis,103,0.7194174757281553,0.3194444444444444,True,1,0.5020946209283887,R.T. Nagar,WRONG PARKING,CAR,13.000929070055918,77.59498730472522
8960145940fffff,0.30937416596680906,LOW,Monitor — add to watch list for trend analysis,142,0.8661971830985915,0.09448818897637795,True,1,0.5429447439950149,Yeshwanthpura,NO PARKING,SCOOTER,13.033100148500397,77.55942020505074
8960169668fffff,0.30914960551922577,LOW,Monitor — add to watch list for trend analysis,62,0.767741935483871,0.03333333333333333,True,6,0.43503316261440594,Yelahanka,WRONG PARKING,MOTOR CYCLE,13.100314154341456,77.59846633698334
8961892ec27ffff,0.30914058603547184,LOW,Monitor — add to watch list for trend analysis,217,0.7811059907834101,0.10309278350515463,True,1,0.5917484169030621,Jeevanbheemanagar,NO PARKING,SCOOTER,12.977265471175555,77.63793071171104
8960145a21bffff,0.30887245869856605,LOW,Monitor — add to watch list for trend analysis,180,0.8416666666666667,0.0728476821192053,True,1,0.5614533313225984,Magadi Road,NO PARKING,SCOOTER,12.964735354290436,77.55105996979596
8961892cb93ffff,0.3084367747434077,LOW,Monitor — add to watch list for trend analysis,267,0.7617977528089888,0.0778688524590164,True,1,0.6137042703427137,Kodigehalli,WRONG PARKING,CAR,13.051165495400351,77.5940268180026
8960145844bffff,0.30813776276559335,LOW,Monitor — add to watch list for trend analysis,358,0.7067039106145251,0.07250755287009064,True,1,0.655572038755025,Vijayanagara,WRONG PARKING,SCOOTER,12.98935914312988,77.53643321778709
8960145b483ffff,0.30798850125673094,LOW,Monitor — add to watch list for trend analysis,181,0.8447513812154697,0.06470588235294118,True,1,0.5668557991916393,Cubbon Park,NO PARKING,CAR,12.971002514823697,77.59448385371343
89618934a6bffff,0.30791682616780075,LOW,Monitor — add to watch list for trend analysis,70,0.6885714285714286,0.014492753623188406,True,10,0.44190951836730824,Electronic City,WRONG PARKING,MOTOR CYCLE,12.816641184782195,77.68938485027797
8960145845bffff,0.3073233493078061,LOW,Monitor — add to watch list for trend analysis,345,0.7092753623188406,0.07482993197278912,True,1,0.6391016436760663,Vijayanagara,WRONG PARKING,CAR,12.987214761433934,77.53880335529601
8961892ebc7ffff,0.3068029963321786,LOW,Monitor — add to watch list for trend analysis,105,0.8419047619047619,0.1686746987951807,True,1,0.5016872962713018,Pulikeshinagar(F.Town),NO PARKING,SCOOTER,13.007255353639623,77.62158035665794
89618924a63ffff,0.3066084791029484,LOW,Monitor — add to watch list for trend analysis,168,0.8642857142857142,0.05228758169934641,True,1,0.5562615247236635,Banashankari,NO PARKING,SCOOTER,12.918705298139068,77.57254735078503
89618925947ffff,0.3064845494904033,LOW,Monitor — add to watch list for trend analysis,318,0.7484276729559748,0.046357615894039736,True,1,0.6260033240738673,Wilson Garden,WRONG PARKING,SCOOTER,12.940046617864743,77.5825308315191
8961892ebb7ffff,0.30636671043294583,LOW,Monitor — add to watch list for trend analysis,250,0.764,0.08108108108108109,True,1,0.6069299998394636,Pulikeshinagar(F.Town),WRONG PARKING,CAR,12.997669153099467,77.61118414482152
8960145b5d3ffff,0.306121360547096,LOW,Monitor — add to watch list for trend analysis,360,0.7241666666666666,0.0436046511627907,True,1,0.655838116653961,City Market,WRONG PARKING,SCOOTER,12.968913927498763,77.58000667150064
8960145829bffff,0.3058451904882691,LOW,Monitor — add to watch list for trend analysis,182,0.7681318681318682,0.14,True,1,0.5677451281085202,Rajajinagar,NO PARKING,CAR,13.009689700767762,77.52654664607132
89618920e83ffff,0.30579432115045174,LOW,Monitor — add to watch list for trend analysis,16,0.775,0.0,True,22,0.26961693296547573,Whitefield,WRONG PARKING,SCOOTER,12.94048751069616,77.74573991770791
89618924223ffff,0.3055172980797833,LOW,Monitor — add to watch list for trend analysis,208,0.8,0.07608695652173914,True,1,0.586755792745077,HSR Layout,NO PARKING,CAR,12.911017324870064,77.62717586398105
8961892edd3ffff,0.30500123229589604,LOW,Monitor — add to watch list for trend analysis,184,0.8532608695652174,0.03977272727272727,True,1,0.5688391748424003,Jeevanbheemanagar,NO PARKING,CAR,12.968708491598832,77.63898973371475
89618926393ffff,0.3048500547746594,LOW,Monitor — add to watch list for trend analysis,124,0.7629032258064515,0.01639344262295082,True,4,0.5221706453665871,Electronic City,WRONG PARKING,CAR,12.841420693958934,77.6494705455385
8961892735bffff,0.3048226275461221,LOW,Monitor — add to watch list for trend analysis,177,0.8480225988700565,0.029411764705882353,True,2,0.5652688892141255,Bellandur,NO PARKING,CAR,12.91187364430502,77.6807770418111
8960145b003ffff,0.30455827160671783,LOW,Monitor — add to watch list for trend analysis,125,0.8632000000000001,0.102803738317757,True,1,0.520763958467546,Sheshadripuram,NO PARKING,CAR,12.993515958516587,77.57380031692995
8960145a23bffff,0.3041662460731651,LOW,Monitor — add to watch list for trend analysis,142,0.8767605633802817,0.06153846153846154,True,1,0.5337773129608051,Vijayanagara,NO PARKING,SCOOTER,12.964762871108562,77.5426398599524
89601459573ffff,0.30416033805179565,LOW,Monitor — add to watch list for trend analysis,285,0.7480701754385964,0.06153846153846154,True,1,0.6165889324661165,Yeshwanthpura,NO PARKING,CAR,13.02888566155813,77.53889517457397
89618925b83ffff,0.3040426574835344,LOW,Monitor — add to watch list for trend analysis,50,0.892,0.23684210526315788,True,1,0.4021822699622114,Wilson Garden,NO PARKING,PASSENGER AUTO,12.948571668200072,77.58989435939898
8961892edc3ffff,0.3038949059044231,LOW,Monitor — add to watch list for trend analysis,133,0.8849624060150376,0.064,True,1,0.5255618473292563,Jeevanbheemanagar,NO PARKING,CAR,12.970855297706493,77.6366177649823
8960145b287ffff,0.3038431250393591,LOW,Monitor — add to watch list for trend analysis,166,0.8373493975903614,0.07333333333333333,True,1,0.558267020913523,Sadashivanagar,NO PARKING,CAR,13.007391517695904,77.57944857779691
89618925893ffff,0.3035139696453538,LOW,Monitor — add to watch list for trend analysis,254,0.6771653543307087,0.1625615763546798,True,1,0.5993016583903336,Mico Layout,PARKING IN A MAIN ROAD,CAR,12.931399742044785,77.6088622321862
8961892540bffff,0.30350755189713574,LOW,Monitor — add to watch list for trend analysis,206,0.8252427184466019,0.014778325123152709,True,2,0.5811686573344574,Bellandur,NO PARKING,MAXI-CAB,12.928993897263977,77.67866067108064
8960145b173ffff,0.3025984753970606,LOW,Monitor — add to watch list for trend analysis,220,0.7131818181818183,0.14906832298136646,True,1,0.5725669494290205,Rajajinagar,WRONG PARKING,CAR,12.991451226763349,77.55090396319997
8960145ae37ffff,0.3025256407283862,LOW,Monitor — add to watch list for trend analysis,14,0.7428571428571429,0.07692307692307693,True,27,0.2519877420911593,Jnanabharathi,NO PARKING,SCOOTER,12.945678625435399,77.49662747345798
8960145b4b7ffff,0.3024073620639813,LOW,Monitor — add to watch list for trend analysis,151,0.7649006622516556,0.16666666666666666,True,1,0.5443152889029027,Halasuru Gate,WRONG PARKING,CAR,12.967826842587494,77.58540391152232
8961892528fffff,0.3023187807443846,LOW,Monitor — add to watch list for trend analysis,293,0.7245733788395904,0.07407407407407407,True,1,0.6190995861231242,HAL Old Airport,WRONG PARKING,SCOOTER,12.95791023212782,77.66771114053958
8960169052bffff,0.3021255129823037,LOW,Monitor — add to watch list for trend analysis,175,0.7411428571428571,0.05421686746987952,True,3,0.5597472482956676,Chikkajala,WRONG PARKING,CAR,13.183463996191959,77.68301624767453
8960145b087ffff,0.3013618576924651,LOW,Monitor — add to watch list for trend analysis,196,0.8204081632653062,0.04864864864864865,True,1,0.576931522889538,Sheshadripuram,NO PARKING,CAR,12.984962633116188,77.57486041194295
89618925c7bffff,0.3013546387782574,LOW,Monitor — add to watch list for trend analysis,124,0.8516129032258064,0.10416666666666667,True,1,0.5174037532001373,Adugodi,NO PARKING,SCOOTER,12.934573339904032,77.61794373649865
8961892086bffff,0.30132183740348056,LOW,Monitor — add to watch list for trend analysis,395,0.5913924050632912,0.09798270893371758,True,2,0.6714366338160062,Whitefield,PARKING IN A MAIN ROAD,SCOOTER,12.951302116841699,77.71699781035542
8960145b40fffff,0.30047262021689713,LOW,Monitor — add to watch list for trend analysis,152,0.85,0.06293706293706294,True,1,0.5448992589503419,Cubbon Park,NO PARKING,CAR,12.980644056156594,77.5880262135516
8960145b1d3ffff,0.30012546617799346,LOW,Monitor — add to watch list for trend analysis,139,0.858273381294964,0.06976744186046512,True,1,0.5333538900169458,Sheshadripuram,NO PARKING,PASSENGER AUTO,12.983931029720235,77.56341163642378
8961892cec7ffff,0.29992062988485513,LOW,Monitor — add to watch list for trend analysis,9,0.8999999999999999,0.16666666666666666,True,40,0.17745979019432187,Hennuru,NO PARKING,SCOOTER,13.05212311094081,77.63076988257454
89618925ebbffff,0.2997732896361166,LOW,Monitor — add to watch list for trend analysis,106,0.8575471698113208,0.12087912087912088,True,1,0.5044890756495595,Adugodi,NO PARKING,CAR,12.942040982607901,77.62228339288163
89618924a07ffff,0.29927519784572915,LOW,Monitor — add to watch list for trend analysis,193,0.7072538860103627,0.16901408450704225,True,1,0.5717157169304121,J.P. Nagar,WRONG PARKING,GOODS AUTO,12.91015060802967,77.57360720829021
8960145a6dbffff,0.2989643778114214,LOW,Monitor — add to watch list for trend analysis,84,0.8928571428571429,0.12162162162162163,True,1,0.47413771023609025,V.V.Puram (C.Pet),NO PARKING,CAR,12.949688801316903,77.57607433408133
896189251a7ffff,0.2986754161142983,LOW,Monitor — add to watch list for trend analysis,121,0.8661157024793388,0.08181818181818182,True,1,0.5169910442014097,Adugodi,NO PARKING,CAR,12.924895042451425,77.63282840454069
